,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Independent_pre_score,Independent_post_score,Independent_pre_rank,Independent_post_rank,Independent_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,68,68,64,64,0,28,28,43,43,0,28,28,50,50,0,0.01147077844719017,0.01147077844719017,76,76,0,-1,3,3,3,8,75,8,93
1,70,686,65,100,35,38,38,46,46,0,38,38,51,51,0,0.007250076585316042,0.02290751897613942,60,88,28,2,3,3,3,9,96,31,16
2,6,622,29,100,71,19,88,29,46,17,6,88,29,59,30,0.0002042275094455223,0.024234997787535316,33,87,54,2,4,3,8,1,42,55,11
3,0,616,1,100,99,0,60,1,38,37,0,44,1,52,51,0.0,0.0063650907110521125,1,56,55,2,-1,3,8,0,10,99,62
4,2,618,29,100,71,7,34,29,43,14,2,34,29,51,22,0.00013615167296368154,0.012662105585622384,32,77,45,2,5,3,4,1,47,65,14
5,16,632,41,100,59,24,38,41,52,11,16,38,41,54,13,0.0006807583648184077,0.0176997174852786,37,84,47,2,3,3,3,1,64,49,23
6,100,100,59,59,0,100,100,45,45,0,100,100,59,59,0,0.05075053609721229,0.05568603424214575,97,98,1,2,1,1,10,29,0,1,26
7,144,350,81,98,17,280,280,81,81,0,144,150,81,83,2,0.008066986623098132,0.008271214132543654,58,58,0,3,2,2,17,6,20,13,55
8,606,606,100,100,0,400,400,99,99,0,400,400,99,99,0,0.052554545763981074,0.052554545763981074,99,99,0,-1,2,2,13,36,13,2,36
9,62,268,53,93,40,132,132,63,63,0,62,94,53,61,8,0.0018380475850097008,0.007862759113652609,42,63,21,3,2,2,12,4,3,64,34
10,0,206,1,90,89,0,15,1,28,27,0,6,1,28,27,0.0,0.00037441710065012424,1,33,32,3,-1,4,8,1,39,69,60
11,217,417,95,98,3,168,168,96,96,0,168,168,96,96,0,0.029442799278396135,0.030566050580346504,90,90,0,3,2,2,6,20,32,23,43
12,0,616,1,100,99,0,56,1,40,39,0,56,1,53,52,0.0,0.00966676878042139,1,68,67,2,-1,3,6,0,40,85,27
13,2,618,26,100,74,10,40,26,33,7,2,18,26,39,13,0.0,0.0019061234214915416,1,42,41,2,5,3,9,2,28,58,53
14,178,778,88,100,12,152,152,83,83,0,152,152,86,86,0,0.019129310051397258,0.02491575615235372,82,86,4,2,2,2,8,18,21,5,25
15,212,212,90,90,0,120,120,88,88,0,120,120,87,87,0,0.023213860240307704,0.023213860240307704,85,85,0,-1,2,2,6,19,71,15,82
16,182,798,89,100,11,104,104,73,73,0,104,104,79,79,0,0.019878144252697506,0.028421661731168522,84,90,6,2,2,2,5,18,52,30,17
17,100,100,73,73,0,100,100,82,82,0,100,100,82,82,0,0.034140031995643146,0.039415909322985804,90,95,5,3,1,1,5,6,88,73,62
18,201,817,96,100,4,56,56,84,84,0,56,56,84,84,0,0.03448041117805235,0.0678035331359134,95,98,3,2,2,2,2,29,86,0,2
19,100,100,64,64,0,100,100,57,57,0,100,100,65,65,0,0.04435140746791926,0.0460873412982062,97,97,0,2,1,1,8,20,10,23,43
20,6,108,33,78,45,16,16,33,33,0,6,8,33,37,4,0.00017018959120460194,0.0006807583648184077,33,36,3,4,4,4,4,1,47,88,42
