,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,14574,15174,900,903,3,5592,5592,896,896,0,0.002927260968719153,0.00353994349705572,865,889,24,2,2,2,162,724,156,402,480
1,100,100,3,3,0,100,100,1,1,0,0.0010211375472276116,0.0010892133837094523,513,550,37,2,1,1,243,240,24,8,604
2,3620,4220,503,602,99,422,422,259,259,0,0.0007488342013002485,0.0008509479560230097,476,545,69,2,2,2,24,242,903,640,253
3,3432,5072,410,663,253,2568,2592,279,300,21,0.0005105687736138058,0.0018380475850097008,245,747,502,1,2,2,138,192,707,296,457
4,4440,6040,578,718,140,8264,8264,589,589,0,0.0004765308553728854,0.0007147962830593281,158,309,151,1,2,2,398,159,484,778,358
5,2320,3960,336,499,163,4608,4632,346,349,3,0.0002723033459273631,0.0007488342013002485,75,409,334,1,2,2,249,106,31,816,867
6,3216,3832,416,480,64,5744,5744,420,420,0,0.0005446066918547262,0.0005786446100956465,225,242,17,2,2,2,290,132,0,831,793
7,11824,12424,901,905,4,6656,6656,894,894,0,0.0014295925661186562,0.001497668402600497,678,693,15,2,2,2,230,553,386,289,186
8,8368,8984,810,831,21,4480,4480,785,785,0,0.0019061234214915416,0.0019741992579733825,767,773,6,2,2,2,163,406,261,801,799
9,100,100,3,3,0,100,100,1,1,0,0.0030634126416828346,0.0038462847612240037,854,891,37,1,1,1,231,453,671,144,65
10,8896,10536,843,874,31,10384,10408,854,854,0,0.001157289220191293,0.0020422750944552232,585,793,208,1,2,2,412,319,392,635,141
11,630,2270,168,245,77,2366,2390,177,178,1,0.00013615167296368154,0.0005446066918547262,30,267,237,1,2,2,144,38,613,902,857
12,6368,6984,729,766,37,3248,3248,697,697,0,0.0012253650566731338,0.0013615167296368155,628,665,37,2,2,2,128,323,506,608,511
13,10056,11696,851,875,24,10984,11008,860,860,0,0.001157289220191293,0.0012594029749140542,563,611,48,1,2,2,406,348,389,428,426
14,5920,6536,708,752,44,7440,7440,734,734,0,0.0009870996289866913,0.0010211375472276116,483,493,10,2,2,2,324,229,348,687,198
15,2538,3154,230,375,145,470,470,83,83,0,0.0005446066918547262,0.0006126825283365669,336,421,85,2,3,3,35,168,870,344,702
16,100,100,3,3,0,100,100,1,1,0,0.0010892133837094523,0.0013274788113958951,545,637,92,2,1,1,327,204,421,39,345
17,100,100,3,3,0,100,100,1,1,0,0.0017359338302869397,0.0024507301133462676,761,844,83,1,1,1,556,396,312,139,133
18,100,100,3,3,0,100,100,1,1,0,0.0018380475850097008,0.0019061234214915416,759,769,10,2,1,1,166,180,693,701,894
19,100,100,3,3,0,100,100,1,1,0,0.0028591851322373124,0.002995336805200994,840,849,9,2,1,1,137,307,622,535,666
20,3718,4334,497,602,105,576,576,200,200,0,0.0007147962830593281,0.0008169100377820892,489,560,71,2,2,2,38,240,434,321,504
21,5872,7512,693,788,95,5600,5624,687,695,8,0.0006807583648184077,0.001055175465468532,342,530,188,1,2,2,236,253,266,546,674
22,5264,5864,680,738,58,4592,4592,553,553,0,0.0006467204465774873,0.0007488342013002485,323,407,84,2,2,2,221,263,722,512,433
23,1342,1958,179,194,15,2232,2232,167,167,0,0.0002382654276864427,0.00034037918240920387,59,98,39,2,2,2,126,71,100,547,46
24,3216,4856,440,638,198,5254,5278,393,402,9,0.0005446066918547262,0.0006467204465774873,253,320,67,1,2,2,284,156,551,714,183
25,4834,5434,635,694,59,528,528,152,152,0,0.0006467204465774873,0.0008169100377820892,357,489,132,2,2,2,30,301,889,653,888
26,100,100,3,3,0,100,100,1,1,0,0.003437829742332959,0.0038462847612240037,866,875,9,2,1,1,133,552,190,480,313
27,3392,4008,382,461,79,4432,4432,387,387,0,0.0005786446100956465,0.0007147962830593281,263,361,98,2,2,2,214,149,597,691,230
28,7752,7958,827,833,6,1804,1804,770,770,0,0.001599782157323258,0.00176997174852786,744,765,21,3,2,2,75,448,897,418,783
29,4912,5528,652,695,43,9616,9616,632,632,0,0.0010211375472276116,0.0011232513019503727,498,558,60,2,2,2,469,175,697,145,305
30,10008,10624,879,886,7,8104,8104,880,880,0,0.0018040096667687805,0.0019741992579733825,755,778,23,2,2,2,295,414,467,863,134
31,100,100,3,3,0,100,100,1,1,0,0.0009530617107457708,0.001497668402600497,454,699,245,1,1,1,532,168,38,26,789
32,5672,7272,741,819,78,10664,10664,752,752,0,0.0008169100377820892,0.001157289220191293,366,570,204,1,2,2,497,185,518,695,282
33,6136,7776,748,818,70,11096,11120,745,748,3,0.0004765308553728854,0.0006807583648184077,152,278,126,1,2,2,506,196,83,337,3
34,5760,6360,664,713,49,4736,4736,684,684,0,0.0010892133837094523,0.0014636304843595766,545,659,114,2,2,2,188,252,704,290,103
35,4528,5128,563,635,72,4512,4512,564,564,0,0.0006807583648184077,0.0008169100377820892,347,427,80,2,2,2,210,211,715,826,7
36,4288,4904,548,628,80,5648,5648,655,655,0,0.0006126825283365669,0.0006807583648184077,304,351,47,2,2,2,260,175,777,145,253
37,2616,3232,311,372,61,3992,3992,339,339,0,0.0002042275094455223,0.00030634126416828345,46,102,56,2,2,2,203,117,736,817,504
38,4640,5240,607,673,66,1456,1456,523,523,0,0.0008169100377820892,0.00088498587426393,489,523,34,2,2,2,67,266,662,785,872
39,6912,7528,765,796,31,7168,7168,763,763,0,0.0010211375472276116,0.0011913271384322134,502,576,74,2,2,2,286,270,398,805,598
