,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,560,1176,350,370,20,5274,5324,351,354,3,0.00010211375472276115,0.0002382654276864427,23,68,45,2,2,2,335,26,770,900,235
1,8768,9384,851,864,13,6688,6688,833,833,0,0.0012934408931549745,0.0015657442390823377,624,706,82,2,2,2,250,380,162,234,605
2,100,100,3,3,0,100,100,1,1,0,0.004356853534837809,0.00445896728956057,883,885,2,2,1,1,99,633,641,222,362
3,6968,8568,798,856,58,8856,8856,785,785,0,0.0010892133837094523,0.0014295925661186562,532,665,133,1,2,2,381,263,572,302,21
4,100,100,3,3,0,100,100,1,1,0,0.0017018959120460194,0.0019741992579733825,738,787,49,1,1,1,262,380,185,234,352
5,100,100,3,3,0,100,100,1,1,0,0.0005786446100956465,0.0009530617107457708,222,440,218,2,1,1,387,139,385,364,352
6,5016,5616,594,654,60,5160,5160,606,606,0,0.0006126825283365669,0.0006807583648184077,272,328,56,2,2,2,222,213,55,266,792
7,6454,7070,717,750,33,4640,4640,711,711,0,0.0006126825283365669,0.0008509479560230097,284,441,157,2,2,2,179,293,16,154,883
8,100,100,3,3,0,100,100,1,1,0,0.0010211375472276116,0.0012934408931549745,485,638,153,2,1,1,476,183,393,127,742
9,3064,4704,412,583,171,5720,5744,402,409,7,0.000442492937131965,0.0005786446100956465,169,256,87,1,2,2,302,136,295,802,104
10,4336,5976,567,743,176,4562,4586,566,580,14,0.0005786446100956465,0.0008169100377820892,268,439,171,1,2,2,224,208,257,688,351
11,3568,5208,408,656,248,2640,2664,319,336,17,0.00037441710065012424,0.0010211375472276116,129,561,432,1,2,2,132,190,765,171,79
12,4424,6024,526,692,166,6328,6328,555,555,0,0.0007488342013002485,0.0010892133837094523,356,556,200,1,2,2,292,173,609,386,367
13,100,100,2,2,0,100,100,1,1,0,0.0011232513019503727,0.0012253650566731338,568,627,59,1,1,1,651,263,293,562,11
14,6064,6664,754,784,30,2352,2352,756,756,0,0.0012934408931549745,0.0014295925661186562,677,708,31,2,2,2,99,331,641,752,7
15,3248,3864,418,489,71,5840,5840,451,451,0,0.0004765308553728854,0.0005786446100956465,185,258,73,2,2,2,293,131,604,769,891
16,100,100,3,3,0,100,100,1,1,0,0.0016678579938050988,0.0017359338302869397,744,753,9,2,1,1,472,272,432,775,889
17,10928,11528,858,870,12,7968,7968,851,851,0,0.0015317063208414173,0.0018040096667687805,704,769,65,2,2,2,264,449,505,207,189
18,6800,7416,803,823,20,4048,4048,773,773,0,0.0009870996289866913,0.0011913271384322134,564,634,70,2,2,2,172,344,317,332,894
19,3832,4432,520,575,55,7160,7160,483,483,0,0.0004765308553728854,0.0005105687736138058,170,187,17,2,2,2,368,160,346,180,309
20,100,100,3,3,0,100,100,1,1,0,0.0014295925661186562,0.0015317063208414173,657,684,27,2,1,1,174,230,797,196,433
21,14680,15280,885,888,3,12376,12376,891,891,0,0.0016338200755641784,0.0018720855032506212,735,784,49,2,2,2,373,517,327,607,352
22,100,100,3,3,0,100,100,1,1,0,0.0013955546478777359,0.0015657442390823377,670,715,45,2,1,1,240,236,359,45,570
23,528,1144,253,272,19,3844,3874,256,256,0,3.4037918240920386e-05,0.00037441710065012424,6,113,107,2,2,2,238,27,380,889,678
24,1952,3552,156,437,281,1216,1216,158,158,0,0.0002723033459273631,0.0007828721195411688,74,463,389,1,2,2,67,113,662,838,652
25,4080,4696,544,639,95,2240,2240,606,606,0,0.0006467204465774873,0.0008169100377820892,378,499,121,2,2,2,104,219,806,403,858
26,5512,6128,675,738,63,5960,5960,703,703,0,0.0011232513019503727,0.0012594029749140542,582,626,44,2,2,2,257,229,826,687,535
27,3256,4896,392,609,217,4456,4480,388,401,13,0.0006807583648184077,0.001055175465468532,350,545,195,1,2,2,223,148,355,465,721
28,4736,6376,621,767,146,2816,2840,473,489,16,0.0006467204465774873,0.0013955546478777359,347,676,329,1,2,2,137,257,622,742,140
29,4336,5976,513,696,183,4720,4744,494,499,5,0.0006807583648184077,0.00088498587426393,323,460,137,1,2,2,223,199,340,517,842
30,440,1056,260,282,22,4078,4078,272,272,0,0.00013615167296368154,0.0005446066918547262,31,246,215,2,2,2,248,20,864,599,809
31,100,100,3,3,0,100,100,1,1,0,0.002382654276864427,0.002723033459273631,848,863,15,1,1,1,469,375,697,75,220
32,100,100,3,3,0,100,100,1,1,0,0.0028591851322373124,0.002995336805200994,862,872,10,2,1,1,340,731,10,61,859
33,100,100,3,3,0,100,100,1,1,0,0.003165526396405596,0.003369753905851118,875,880,5,2,1,1,224,685,636,197,45
34,100,100,3,3,0,100,100,1,1,0,0.0011913271384322134,0.0016338200755641784,577,727,150,1,1,1,348,270,136,865,494
35,8478,9094,838,852,14,3720,3720,798,798,0,0.0012594029749140542,0.0013955546478777359,643,673,30,2,2,2,141,439,558,397,630
36,648,1264,259,284,25,3766,3766,255,255,0,0.00013615167296368154,0.0002042275094455223,25,44,19,2,2,2,241,33,858,525,808
37,100,100,3,3,0,100,100,1,1,0,0.0013274788113958951,0.0017018959120460194,642,748,106,1,1,1,415,258,69,136,431
38,5592,7232,738,834,96,9662,9686,753,757,4,0.0006126825283365669,0.0007488342013002485,275,366,91,1,2,2,450,195,311,648,610
39,3976,4592,493,575,82,1864,1864,516,516,0,0.00088498587426393,0.00088498587426393,503,503,0,2,2,2,82,214,674,135,820
40,100,100,3,3,0,100,100,1,1,0,0.002212464685659825,0.002382654276864427,824,840,16,2,1,1,480,400,277,438,90
41,3592,5232,432,682,250,3016,3040,425,445,20,0.00034037918240920387,0.0012934408931549745,108,662,554,1,2,2,151,187,759,2,766
42,3208,3824,349,486,137,1624,1624,725,725,0,0.0008169100377820892,0.0010211375472276116,489,597,108,2,2,2,67,166,662,532,182
43,1104,1720,295,316,21,4310,4310,287,287,0,0.0002382654276864427,0.0005105687736138058,63,205,142,2,2,2,258,57,881,198,49
44,100,100,3,3,0,100,100,1,1,0,0.00088498587426393,0.001157289220191293,443,581,138,1,1,1,346,141,29,132,328
45,100,100,3,3,0,100,100,1,1,0,0.0023486163586235067,0.0028932230504782326,823,856,33,1,1,1,295,448,467,418,438
46,3672,4288,434,546,112,3960,3960,359,359,0,0.00034037918240920387,0.0005105687736138058,112,229,117,2,2,2,201,183,540,297,208
47,11176,12816,891,901,10,6616,6640,901,901,0,0.002314578440382586,0.002723033459273631,819,843,24,1,2,2,208,493,833,187,291
48,1008,1624,73,172,99,92,92,50,50,0,6.807583648184077e-05,0.0002042275094455223,13,69,56,2,3,3,7,103,850,878,195
49,4102,5742,527,718,191,3520,3544,392,410,18,0.000442492937131965,0.0015657442390823377,181,699,518,1,2,2,178,215,137,509,656
50,11032,11648,881,888,7,6920,6920,878,878,0,0.0022465026039007454,0.002552843868069029,821,842,21,2,2,2,227,484,650,663,468
51,100,100,3,3,0,100,100,1,1,0,0.001055175465468532,0.0012253650566731338,508,598,90,2,1,1,398,176,484,693,573
52,100,100,3,3,0,100,100,1,1,0,0.0020763130126961434,0.002212464685659825,784,801,17,2,1,1,231,366,84,463,162
53,5104,5720,661,717,56,3328,3328,688,688,0,0.0010892133837094523,0.001157289220191293,606,626,20,2,2,2,142,253,780,303,895
54,12192,12792,889,895,6,11152,11152,893,893,0,0.0013615167296368155,0.001497668402600497,642,689,47,2,2,2,385,450,26,678,546
55,100,100,3,3,0,100,100,1,1,0,0.0016678579938050988,0.0018040096667687805,712,743,31,2,1,1,211,198,539,780,686
56,8976,10576,858,884,26,6256,6256,859,859,0,0.0012934408931549745,0.001497668402600497,627,693,66,1,2,2,232,402,439,545,477
57,100,100,3,3,0,100,100,1,1,0,0.0007147962830593281,0.0008509479560230097,323,421,98,2,1,1,319,160,560,180,681
58,2592,3208,347,391,44,5072,5072,392,392,0,0.0005105687736138058,0.0005446066918547262,200,224,24,2,2,2,257,102,826,86,296
59,6920,8560,791,847,56,4664,4688,753,759,6,0.0012253650566731338,0.002382654276864427,622,810,188,1,2,2,194,335,694,49,541
60,5216,5816,680,731,51,2976,2976,653,653,0,0.0006807583648184077,0.0007488342013002485,383,441,58,2,2,2,132,272,142,775,10
61,100,100,3,3,0,100,100,1,1,0,0.002484768031587188,0.002552843868069029,846,852,6,2,1,1,435,453,49,88,891
62,100,100,3,3,0,100,100,1,1,0,0.0035739814152966403,0.0037441710065012424,889,896,7,2,1,1,237,762,64,281,870
63,100,100,3,3,0,100,100,1,1,0,0.001157289220191293,0.0012594029749140542,589,620,31,2,1,1,165,144,772,674,831
64,720,2360,283,344,61,4286,4310,282,284,2,0.0002042275094455223,0.00030634126416828345,47,86,39,1,2,2,262,36,167,435,303
65,100,100,3,3,0,100,100,1,1,0,0.0014636304843595766,0.0016338200755641784,683,722,39,2,1,1,383,266,610,813,15
66,100,100,3,3,0,100,100,1,1,0,0.0015657442390823377,0.001599782157323258,710,724,14,2,1,1,360,319,308,635,644
67,100,100,3,3,0,100,100,1,1,0,0.001157289220191293,0.0014295925661186562,580,664,84,1,1,1,308,259,106,193,774
68,6786,7386,782,810,28,1240,1240,706,706,0,0.0013955546478777359,0.0014636304843595766,737,747,10,2,2,2,56,402,871,545,570
69,100,100,3,3,0,100,100,1,1,0,0.002757071377514551,0.002927260968719153,870,875,5,2,1,1,367,578,378,110,700
70,4528,6168,576,741,165,5792,5816,622,627,5,0.0005786446100956465,0.0016678579938050988,293,720,427,1,2,2,263,184,735,651,23
71,4392,5008,566,638,72,5448,5448,649,649,0,0.00088498587426393,0.0010211375472276116,480,539,59,2,2,2,249,183,579,810,888
72,100,100,3,3,0,100,100,1,1,0,0.00353994349705572,0.0035739814152966403,897,897,0,2,1,1,243,680,568,32,553
73,8840,9440,821,834,13,6936,6936,806,806,0,0.0011232513019503727,0.001157289220191293,546,560,14,2,2,2,267,386,272,248,274
74,100,100,3,3,0,100,100,1,1,0,0.0013615167296368155,0.0018040096667687805,631,772,141,2,1,1,240,205,665,791,607
75,100,100,3,3,0,100,100,1,1,0,0.0015317063208414173,0.0015657442390823377,702,708,6,2,1,1,466,270,669,561,50
76,2544,2750,253,288,35,2032,2032,313,313,0,0.00037441710065012424,0.00037441710065012424,130,130,0,3,2,2,109,141,449,132,904
77,4688,5304,613,689,76,3152,3152,736,736,0,0.0007828721195411688,0.0008509479560230097,451,500,49,2,2,2,134,230,483,511,558
78,4552,5168,506,585,79,5656,5656,499,499,0,0.0005105687736138058,0.001055175465468532,187,518,331,2,2,2,253,184,459,649,59
79,5144,5760,632,691,59,6712,6712,689,689,0,0.0006467204465774873,0.0007488342013002485,307,374,67,2,2,2,292,194,1,40,809
80,100,100,3,3,0,100,100,1,1,0,0.0010211375472276116,0.001157289220191293,511,581,70,2,1,1,558,160,338,91,787
81,4568,5168,603,668,65,6472,6472,703,703,0,0.0008509479560230097,0.0009530617107457708,451,507,56,2,2,2,295,176,467,774,575
82,100,100,3,3,0,100,100,1,1,0,0.00353994349705572,0.003982436434187685,889,898,9,1,1,1,218,584,495,63,702
83,2656,3256,294,379,85,2640,2640,240,240,0,0.0004765308553728854,0.0005105687736138058,215,242,27,2,2,2,147,148,768,134,3
84,5456,6072,684,740,56,5152,5152,782,782,0,0.0011232513019503727,0.0012253650566731338,584,622,38,2,2,2,217,236,800,579,777
85,7454,8070,821,849,28,3176,3176,782,782,0,0.001055175465468532,0.0011232513019503727,606,630,24,2,2,2,134,402,656,545,793
86,3014,3614,330,435,105,2672,2672,337,337,0,0.0005786446100956465,0.0008509479560230097,285,482,197,2,2,2,137,159,622,210,24
87,4816,5432,627,671,44,9632,9632,631,631,0,0.0006126825283365669,0.0007147962830593281,222,284,62,2,2,2,461,160,37,455,816
88,4424,5040,675,700,25,11336,11336,676,676,0,0.00034037918240920387,0.0005105687736138058,77,161,84,2,2,2,569,137,99,619,792
89,6344,6960,759,795,36,8520,8520,771,771,0,0.0007488342013002485,0.0009190237925048504,363,453,90,2,2,2,375,239,284,664,716
90,6176,7816,721,815,94,8640,8664,786,787,1,0.0012253650566731338,0.0015317063208414173,594,699,105,1,2,2,357,203,342,725,534
91,4128,4744,512,567,55,6422,6422,512,512,0,0.0006126825283365669,0.0009190237925048504,268,449,181,2,2,2,306,162,282,85,190
92,100,100,3,3,0,100,100,1,1,0,0.0010892133837094523,0.0010892133837094523,530,530,0,2,1,1,478,256,778,784,850
93,4032,4648,476,581,105,3792,3792,467,467,0,0.0005446066918547262,0.00088498587426393,244,505,261,2,2,2,177,192,577,192,680
94,3784,4400,476,562,86,3336,3336,420,420,0,0.0006807583648184077,0.0008509479560230097,349,472,123,2,2,2,171,199,740,748,410
95,100,100,3,3,0,100,100,1,1,0,0.0018040096667687805,0.0018040096667687805,742,741,-1,3,1,1,132,183,765,810,794
96,100,100,3,3,0,100,100,1,1,0,0.0017359338302869397,0.0017359338302869397,743,744,1,2,1,1,381,291,572,845,311
97,3584,5224,455,663,208,5440,5464,434,442,8,0.00034037918240920387,0.0005105687736138058,113,206,93,1,2,2,274,158,90,278,531
98,10070,11710,863,883,20,7136,7160,860,860,0,0.002212464685659825,0.0029612988869600733,806,865,59,1,2,2,254,438,751,394,298
99,2504,3120,232,332,100,1896,1896,354,354,0,0.0005105687736138058,0.0006126825283365669,226,308,82,2,2,2,93,131,116,769,283
