,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,2840,3456,344,417,73,4168,4168,317,317,0,0.00034037918240920387,0.00037441710065012424,113,137,24,2,2,2,223,140,532,316,193
1,100,100,3,3,0,100,100,1,1,0,0.0019061234214915416,0.0019741992579733825,757,771,14,2,1,1,203,199,107,748,874
2,100,100,3,3,0,100,100,1,1,0,0.0032336022328874367,0.0032336022328874367,883,884,1,1,1,1,308,663,204,726,227
3,2872,3488,446,484,38,6808,6808,452,452,0,0.00037441710065012424,0.00037441710065012424,119,119,0,2,2,2,358,112,626,351,599
4,5000,5616,587,644,57,5896,5896,586,586,0,0.0007488342013002485,0.0008509479560230097,349,412,63,2,2,2,262,206,185,408,286
5,5166,5766,653,700,47,4024,4024,703,703,0,0.0007488342013002485,0.0008509479560230097,393,459,66,2,2,2,178,250,117,698,595
6,4112,4728,516,600,84,2880,2880,437,437,0,0.0007488342013002485,0.001055175465468532,405,584,179,2,2,2,135,212,250,637,373
7,2104,2310,238,256,18,2856,2856,268,268,0,0.00034037918240920387,0.00037441710065012424,127,146,19,3,2,2,153,106,91,816,875
8,3208,3824,360,473,113,2712,2712,545,545,0,0.000442492937131965,0.0005786446100956465,183,291,108,2,2,2,129,160,887,91,168
9,9584,11184,867,886,19,8512,8512,864,864,0,0.0012594029749140542,0.0014295925661186562,617,663,46,1,2,2,313,380,849,498,169
10,2776,4416,275,525,250,2152,2176,309,330,21,0.0004765308553728854,0.0006807583648184077,191,329,138,1,2,2,106,145,238,214,669
11,100,100,3,3,0,100,100,1,1,0,0.0015657442390823377,0.0018380475850097008,726,781,55,1,1,1,533,332,207,700,669
12,6166,6782,754,785,31,2168,2168,724,724,0,0.0007488342013002485,0.0008509479560230097,460,524,64,2,2,2,96,344,879,570,896
13,100,100,3,3,0,100,100,1,1,0,0.002552843868069029,0.0026889955410327104,825,834,9,2,1,1,146,400,876,438,471
14,4032,5632,523,684,161,7184,7184,507,507,0,0.0005105687736138058,0.0007828721195411688,180,349,169,1,2,2,356,159,40,288,695
15,100,100,3,3,0,100,100,1,1,0,0.0012934408931549745,0.0015657442390823377,616,688,72,2,1,1,157,215,299,509,585
16,4656,5272,596,675,79,3072,3072,579,579,0,0.0008509479560230097,0.0009530617107457708,487,542,55,2,2,2,138,237,415,573,167
17,1888,2504,292,319,27,4000,4000,291,291,0,0.00013615167296368154,0.00017018959120460194,35,45,10,2,2,2,226,94,593,737,473
18,100,100,3,3,0,100,100,1,1,0,0.003267640151128357,0.0034718676605738795,867,873,6,2,1,1,73,331,825,235,167
19,5376,5976,671,722,51,1808,1808,794,794,0,0.0014636304843595766,0.0017018959120460194,709,752,43,2,2,2,68,291,880,845,5
20,3656,5296,492,674,182,6248,6272,473,480,7,0.0005786446100956465,0.0008169100377820892,266,426,160,1,2,2,320,158,306,278,572
21,4152,4752,513,585,72,3000,3000,698,698,0,0.0009530617107457708,0.0013274788113958951,528,645,117,2,2,2,123,195,896,648,88
22,2856,3472,343,424,81,3252,3252,246,246,0,0.0004084550188910446,0.0005105687736138058,161,230,69,2,2,2,185,159,628,138,121
23,2416,3032,365,398,33,5456,5456,373,373,0,0.00034037918240920387,0.0004084550188910446,104,141,37,2,2,2,293,103,604,524,49
24,5576,6192,644,692,48,5688,5688,567,567,0,0.0011913271384322134,0.0012253650566731338,579,591,12,2,2,2,252,245,513,566,77
25,3656,5296,594,718,124,9534,9558,611,614,3,0.00034037918240920387,0.0006807583648184077,89,304,215,1,2,2,490,122,412,18,220
