,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,100,100,3,3,0,100,100,1,1,0,0.0018040096667687805,0.0018720855032506212,751,760,9,2,1,1,284,364,551,597,294
1,8504,9104,829,837,8,8296,8296,821,821,0,0.0013615167296368155,0.0013615167296368155,650,650,0,2,2,2,319,332,175,700,99
2,5632,6232,665,707,42,8848,8848,660,660,0,0.000442492937131965,0.0006126825283365669,143,247,104,2,2,2,394,193,318,10,459
3,3296,3912,354,482,128,2352,2352,470,470,0,0.0006126825283365669,0.00088498587426393,299,524,225,2,2,2,111,170,525,458,367
4,6912,7528,775,805,30,7776,7776,684,684,0,0.0010211375472276116,0.0011913271384322134,513,576,63,2,2,2,345,291,152,845,866
5,100,100,3,3,0,100,100,1,1,0,0.0015317063208414173,0.0016678579938050988,705,728,23,1,1,1,231,190,671,497,720
6,1400,2016,248,267,19,3368,3368,243,243,0,0.0002042275094455223,0.00037441710065012424,52,126,74,2,2,2,194,71,694,841,39
7,4296,4896,515,602,87,2520,2520,471,471,0,0.0007828721195411688,0.00088498587426393,447,499,52,2,2,2,114,225,488,130,512
8,800,1416,554,567,13,8570,8570,552,552,0,0.0002382654276864427,0.00034037918240920387,48,93,45,2,2,2,533,38,207,793,470
9,3712,5352,545,671,126,8336,8360,545,545,0,0.0002723033459273631,0.0006126825283365669,77,247,170,1,2,2,425,136,677,802,752
10,4952,6592,642,750,108,8824,8848,615,615,0,0.0007828721195411688,0.0011913271384322134,344,582,238,1,2,2,427,185,248,42,111
11,4312,4912,540,616,76,4056,4056,629,629,0,0.0005446066918547262,0.0006467204465774873,255,338,83,2,2,2,174,190,797,518,387
12,3984,4600,482,572,90,2384,2384,540,540,0,0.0008169100377820892,0.00088498587426393,455,494,39,2,2,2,104,204,376,115,816
13,100,100,3,3,0,100,100,1,1,0,0.002110350930937064,0.002484768031587188,815,845,30,2,1,1,452,369,173,439,65
14,1536,3176,269,364,95,3820,3844,265,268,3,0.0002382654276864427,0.0006126825283365669,51,297,246,1,2,2,216,72,703,501,128
15,952,1568,146,172,26,1850,1850,140,140,0,0.00010211375472276115,0.00013615167296368154,29,33,4,2,2,2,110,52,679,880,543
16,3168,3784,655,670,15,10662,10662,647,647,0,0.0002042275094455223,0.0004765308553728854,46,129,83,2,2,2,583,114,193,530,649
17,100,100,3,3,0,100,100,1,1,0,0.002484768031587188,0.002586881786309949,841,850,9,2,1,1,466,472,669,763,873
18,100,100,3,3,0,100,100,1,1,0,0.0010211375472276116,0.0012934408931549745,495,622,127,1,1,1,478,208,573,225,563
