,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Random_pre_score,Random_post_score,Random_pre_rank,Random_post_rank,Random_delta_ranks,dist_victim_relayer,dist_victim_vilain_pre,dist_victim_vilain_post,out_deg_victim,in_deg_villain,victim,villain,relayer
0,5160,6800,654,772,118,8936,8960,627,628,1,0.000442492937131965,0.0006126825283365669,151,248,97,1,2,2,425,189,820,868,683
1,3640,4256,513,566,53,7416,7416,543,543,0,0.0006467204465774873,0.0007147962830593281,293,340,47,2,2,2,369,133,621,396,328
2,100,100,3,3,0,100,100,1,1,0,0.0009190237925048504,0.0010211375472276116,419,485,66,1,1,1,425,219,677,528,71
3,7664,8280,789,808,19,3376,3376,810,810,0,0.0013615167296368155,0.0014295925661186562,644,660,16,2,2,2,118,386,744,248,694
4,5606,6222,689,746,57,4128,4128,633,633,0,0.00088498587426393,0.0011232513019503727,499,603,104,2,2,2,177,270,577,505,299
5,100,100,2,2,0,100,100,1,1,0,0.0010211375472276116,0.0011232513019503727,505,558,53,2,1,1,376,270,21,561,864
6,8776,9392,830,841,11,11768,11768,828,828,0,0.0009870996289866913,0.001055175465468532,458,501,43,2,2,2,476,289,393,603,217
7,100,100,3,3,0,100,100,1,1,0,0.0014295925661186562,0.0014295925661186562,676,676,0,2,1,1,174,166,866,430,576
8,2400,3016,252,325,73,2848,2848,241,241,0,0.00030634126416828345,0.0005446066918547262,86,248,162,2,2,2,151,123,514,328,385
9,294,910,361,381,20,4314,4314,359,359,0,0.0,3.4037918240920386e-05,1,7,6,2,3,3,354,19,535,904,793
10,6008,6624,699,738,39,8216,8216,674,674,0,0.0012253650566731338,0.0012594029749140542,591,606,15,2,2,2,368,230,442,582,36
11,4448,5064,510,577,67,4368,4368,527,527,0,0.00030634126416828345,0.0004084550188910446,78,131,53,2,2,2,189,194,791,522,218
12,5952,6568,708,751,43,5184,5184,681,681,0,0.00088498587426393,0.0010211375472276116,485,545,60,2,2,2,222,270,471,865,601
13,100,100,2,2,0,100,100,1,1,0,0.003948398515946765,0.004152626025392287,905,905,0,1,1,1,516,810,576,655,111
14,100,100,3,3,0,100,100,1,1,0,0.001599782157323258,0.0018720855032506212,716,761,45,1,1,1,284,304,551,797,386
15,5232,5848,591,653,62,4800,4800,603,603,0,0.0008169100377820892,0.0009190237925048504,413,459,46,2,2,2,198,225,39,130,557
16,9264,10904,879,894,15,12448,12472,873,873,0,0.001055175465468532,0.0012253650566731338,508,595,87,1,2,2,511,312,775,322,311
17,100,100,2,2,0,100,100,1,1,0,0.0023486163586235067,0.0025188059498281084,833,843,10,1,1,1,506,534,83,646,33
18,6296,7896,688,785,97,6984,6984,722,722,0,0.0006126825283365669,0.0008509479560230097,257,416,159,1,2,2,285,242,528,669,233
19,100,100,3,3,0,100,100,1,1,0,0.0008169100377820892,0.0012594029749140542,385,612,227,1,1,1,360,207,308,149,207
20,100,100,3,3,0,100,100,1,1,0,0.0013955546478777359,0.002110350930937064,656,809,153,1,1,1,367,341,378,161,140
21,1048,2688,538,576,38,8554,8598,541,541,0,3.4037918240920386e-05,0.0004084550188910446,6,134,128,1,2,2,511,40,775,898,715
22,2184,2800,301,356,55,3752,3752,273,273,0,0.0002382654276864427,0.0004084550188910446,64,149,85,2,2,2,218,120,462,837,323
23,6144,6744,761,798,37,7408,7408,758,758,0,0.0009870996289866913,0.0010892133837094523,504,562,58,2,2,2,325,246,599,704,573
24,4480,5096,581,658,77,2880,2880,573,573,0,0.0009530617107457708,0.001055175465468532,540,576,36,2,2,2,135,235,696,367,434
25,6820,7420,773,798,25,1256,1256,775,775,0,0.0013274788113958951,0.0017359338302869397,694,770,76,2,2,2,47,396,899,118,185
26,5134,5750,648,700,52,4920,4920,594,594,0,0.0007488342013002485,0.0012253650566731338,385,613,228,2,2,2,225,239,382,583,329
